Location,Address,City,STATE,Zip,Manufacturer,Year Built
Bryan Elementary,2006 W Oak Ave/Blr Rm,Plant City,FL,33567,Bryan,1986
Bloomingdale High School,1700 E Bloomingdale Ave / Blrm,Valrico,FL,33594,Bryan,1986
Bloomingdale High/Main Eqrm,1700 Bloomingdale Ave/Reg 4/Gary Bailey,Valrico,FL,33594,Raypak,1986
Bloomingdale High School,1700 E Bloomingdale Ave / Blrm,Valrico,FL,33594,Raypak,1986
Bloomingdale High School,1700 E Bloomingdale Ave / Blrm,Valrico,FL,33594,Raypak,1986
Burns Middle School,600 Brooker/Blr Rm 168,Brandon,FL,33511,Pvi Industries,1986
Burns Middle School,600 Brooker Road / Gym Blrm,Brandon,FL,33511,Pvi,1986
Ft Lauderdale Airport(095091Pd)Inv10'01,1870 Griffin Rd/Mechanical Rm,Ft Lauderdale,FL,33004,Lochinvar(Due 3/30/01),1986
Cameron Cove Apartments,2571 Sw 79/Central Chiller,Ft. Lauderdale,FL,33324,Raypak,1986
Cameron Cove Apartments,2571 Sw 79/North Chiller,Ft. Lauderdale,FL,33324,Raypak,1986
Cameron Cove Apartments,2571 Sw 79 Ave/Chiller North,Davie,FL,33324,Raypak,1986
Cameron Cove Apartments,2571 Sw 79Th/South Chiller,Ft. Lauderdale,FL,33324,Raypak,1986
La Quinta Inn & Suites,100 Sw 12Th Ave/Engineering,Deerfield Beach,FL,33442,Weben Jarco,1986
La Quinta Inn & Suites,100 Sw 12 Avenue/Blrm,Deerfield Beach,FL,33442,Weben Jarco,1986
The Westin Fort Lauderdale,400 Corporate Drive/Blrm,Ft Lauderdale,FL,33334,Cleaver Brooks,1986
Westin Innisbrook Resort,36750 Us 19 N/Conf Ctr Bakery,Palm Harbor,FL,34682,"Market Forge Industries, Inc.",1986
Sun Pointe Place Apartments,701 E Bay Drive/Blr Rm,Largo,FL,33770,Raypak,1986
King Senior High,6815 N 56Th/Blr Rm,Tampa,FL,33610,Hurst,1986
Robles Elementary Reg 3/Blr Rm,4405 E Sligh Ave/Kitchen,Tampa,FL,33610,Weil Mclain,1986
Van Buren Jr High/Reg 1/Blr Rm,8715 N 22 Street,Tampa,FL,33604,Hurst,1986
Challenger 7 Elementary,6135 Rena Dr/Challenger 7 Es,Cocoa,FL,32922,Bryan,1986
Mcauliff Elementary,155 Delmundo St/Mcauliff Es,Palm Bay,FL,32907,Bryan,1986
Columbia Elementary,1225 Waco Blvd/Columbia Es,Palm Bay,FL,32905,Bryan,1986
Wuesthoff Medical Center At Merritt Isla,2400 N Courtenay Pkwy/Blrm,Merritt Island,FL,32953,York Shipley,1986
Sun Pointe Apartments,1250 Woodcrest/South Blr Rm,Daytona Beach,FL,32114,Raypak,1986
Daytona Beach Community College,1155 County Road 4139/Bldg 2,Deland,FL,32724,H B Smith,1986
Sun Pointe Apartments,1250 Woodcrest/North Blr Rm,Daytona Beach,FL,32114,Raypak,1986
Palm Coast Golf Resort,300 Clubhouse Drive/Blrm 3,Palm Coast,FL,32137,Lochinvar Corporation,1986
Prudential Finan Jacksonville Ops Ctr,701 San Marco Blvd/Blrm,Jacksonville,FL,32207,Pvi Industries,1986
The Salvation Army,900 W Adams St/Blr Rm,Jacksonville,FL,32204,Pvi,1986
C H Price Middle School,140 N County Rd/Kit/C H Price Ms,Interlachen,FL,32148,Vulcan Hart,1986
C H Price Middle School,140 N Cty Rd 315/Kit/C H Price Ms,Interlachen,FL,32148,Vulcan Hart,1986
Hampton Inn,6135 Youngerman/Blr Rm,Jacksonville,FL,32244,Lochinvar Corporation,1986
Hyatt Regency,50 Alhambra Plz/Central Plant,Coral Gables,FL,33134,Weben Jarco,1986
Hyatt Regency,50 Alhambra Plz/Central Plant,Coral Gables,FL,33134,Weben Jarco,1986
Hyatt Regency,50 Alhambra Plz/Central Plant,Coral Gables,FL,33134,Weben Jarco,1986
Hyatt Regency,50 Alhambra Plz/Central Plant,Coral Gables,FL,33134,Weben Jarco,1986
Casa Marina,1500 Reynolds St/Engineering,Key West,FL,33040,Raypak,1986
Winston Park Elementary School,7700 Sw 132 Ave/Kitchen,Miami,FL,33183,"Market Forge Industries, Inc.",1986
At Rio Pinar Nursing Home/Kitchen,7950 Lake Underhill Road,Orlando,FL,32822,"Market Forge Industries, Inc.",1986
Rascal House Restaurant,17190 Collins Ave/Blr Rm,Miami,FL,33160,Cleaver Brooks,1986
Rascal House Restaurant,17190 Collins Ave/Blr Rm,Miami,FL,33160,Cleaver Brooks,1986
Lake Highland Preparatory School,901 Highland Avenue,Orlando,FL,32803,Teledyne Laars,1986
Labelle High,4050  E Cowboy Way/Rm 049,Labelle,FL,33935,Jackson,1986
Transportation Facility,827 E. S.R. 434,Winter Springs,FL,32708,Cleaver Brooks,1986
New Chaires Elementary,Route 2/Blrm/New Chaires Es,Chaires,FL,32317,Raypak,1986
Springwood Elementary,3801 Fred George/Springwood,Tallahassee,FL,32304,Raypak,1986
John Polk Correction,211 Bush Blvd/Blr Bldg,Sanford,FL,32773,Cleaver Brooks,1986
The Learning Center,508 North 9Th Street/Kitchen,Immokalee,FL,34142,Cleveland Range,1986
Doral Golf Resort & Spa - Marriott,8755 Nw 36 St/Villa'S Blrm - Spa,Doral,FL,33178,Lochinvar Corporation,1986
Doral Golf Resort & Spa - Marriott,8755 Nw 36 St/Villa'S Blrm - Spa,Doral,FL,33178,Lochinvar Corporation,1986
Jupiter High/S Campus Weight Rm,500 N Military Trail/Engineering,Jupiter,FL,33458,Teledyne Laars,1986
Royal Palm School/Blr Rm,6650 Lawrence Road,Lantana,FL,33462,Lochinvar Corporation,1986
Christa Mcauliffe Middle School,6500 Le Chalet/C Mcauliffe Ms,Boynton Beach,FL,33437,Lochinvar Corporation,1986
Christa Mcauliffe Middle School,6500 Le Chalet/Pe/Christa Mcauliffe Ms,Boynton Beach,FL,33437,Lochinvar Corporation,1986
Christa Mcauliffe Middle School,6500 Le Chalet/C Mcauliffe Ms,Boynton Beach,FL,33437,Lochinvar Corporation,1986
Pahokee Middle Senior High/Blr Rm Gym,900 Larrimore Road,Pahokee,FL,33476,Pvi,1986
Pahokee Middle Senior High,900 Larrimore/Blr Rm,Pahokee,FL,33476,Pvi Industries,1986
Pahokee Middle Senior High,900 Larrimore/Blr Rm,Pahokee,FL,33476,Pvi Industries,1986
Brookwood Nursing Home/Engineering,8333 West Okeechobee Rd/Blr Rm,Hialeah,FL,33016,Lochinvar Corporation,1986
Brookwood Nursing Home,1990 S Canal Dr/Blr Rm,Homestead,FL,33035,Lochinvar Corporation,1986
Brookwood Nursing Home/Blr Rm,1990 S. Canal Drive,Homestead,FL,33035,Lochinvar Corporation,1986
St. Joseph-John Knox Village,4100 E Fletcher/Med Ctr Htrm,Tampa,FL,33613,Pvi Industries,1986
Gulf Coast Medical Plaza,2202 State Ave/Blr Rm,Panama City,FL,32405,Rite,1986
Hyatt Hotel/Mech Rm/Engineering,6200 Courtney Campbell Causeway,Tampa,FL,33607,Raypak,1986
Hyatt Hotel/Mech Rm/Engineering,6200 Courtney Campbell Causeway,Tampa,FL,33607,Raypak,1986
Shady Hills Elementary,5959 S Magnolia Ave/Kit/Shady Hills Ele,Ocala,FL,34480,"Market Forge Industries, Inc.",1986
Shady Hills Elementary,5959 S Magnolia/Shady Hills Es,Ocala,FL,34480,Pvi,1986
Shady Hills Elementary,5959 S Magnolia/Shady Hills Es,Ocala,FL,34480,Teledyne Laars,1986
Ocala Springs Elementary,5757 Ne 40Th/Ocala Sprgs Es,Ocala,FL,34479,Teledyne Laars,1986
Ocala Springs Elementary,5757 Ne 40Th/#4/Ocala Sprgs Es,Ocala,FL,32670,Pvi,1986
Ocala Springs Elementary,5757 Ne 40Th/Kit/Ocala Sprgs Es,Ocala,FL,34479,"Market Forge Industries, Inc.",1986
Palmetto High School,1200 17Th St West/Field Hse,Palmetto,FL,34221,Teledyne Laars,1986
Hamptons At Clearwater,1099 Mcmullen Booth Road,Clearwater,FL,34619,Raypak,1986
Hamptons At Clearwater,1099 Mcmullen Booth Road,Clearwater,FL,34619,Raypak,1986
Hamptons At Clearwater,1099 Mcmullen Booth Rd/Roof,Clearwater,FL,34619,Raypak,1986
The Hamptons At Clearwater,1099 Mcmullen Booth Rd/Roof,Clearwater,FL,34619,Raypak,1986
Publix Store #5,2021 George Jenkins Blvd/Bakery,Lakeland,FL,33801,Electro Steam,1986
Parkridge Nursing Center,730 College Street/Blr Rm,Jacksonville,FL,32204,Raypak,1986
Publix #41*8'25'00 Insp Pd 3/1/2,245 Riverside Dr(#167 Reinsp 2/4/2),Holly Hill,FL,32117,Electrosteam(Due 8'02#72,1986
Bethune-Cookman College,165 Lincoln Street/Kitchen,Daytona Beach,FL,32115,Columbia,1986
Bethune-Cookman College,165 Lincoln Street/Kitchen,Daytona Beach,FL,32115,Columbia,1986
Murray Middle School,150 N Holmes Blvd/Murray Ms,St Augustine,FL,32095,H B Smith,1986
Murray Middle School,150 N Holmes Blvd/Murray Ms,St Augustine,FL,32095,H B Smith,1986
County Jail/Blr Rm,4015 Lewis Speedway,St Augustine,FL,32085,H B Smith,1986
Orlando Central Park Inn,7101 S Orange Blossom/Blrm,Orlando,FL,32809,A O Smith Water Products Co,1986
Howard Johnson,7101 S Orange Blossom/Blr Rm,Orlando,FL,32809,A O Smith Water Products Co,1986
Regency Women'S Center,101 Ave O Se/Roof,Winter Haven,FL,33880,Raypak,1986
Loretto Elementary School #30,3900 Loretto Rd/ Rm 15B/ #30,Jacksonville,FL,32223,Aldrich,1986
Loretto Elementary #30,3900 Loretto Rd/ Rm 50/#30,Jacksonville,FL,32223,Aldrich,1986
Loretto Elementary School #30,3900 Loretto Rd/Blrm/#30,Jacksonville,FL,32223,Aldrich,1986
Big Cyprus Elementary School,3250 W Golden Gate/10-058/Big Cyprus Es,Naples,FL,34120,Bryan,1986
North Bay Hospital,6600 Madison/S Mech Rm,New Port Richey,FL,34652,Pvi,1986
Publix #318,2724 Hiawassee Rd  #318,Orlando,FL,32813,Electro Steam,1986
Publix #323/Steve Ellis,741 Orlando Ave,Winter Garden,FL,34787,Electro Steam,1986
Boca Raton Marriott/Blr Rm,5150 Town Center Circle/Engineering,Boca Raton,FL,33486,Lochinvar(8'31'01#292),1986
Boca Raton Marriott,5150 Town Ctr Cir/Blr Rm,Boca Raton,FL,33486,Lochinvar Corporation,1986
Clarcona Elementary,3607 Damon Rd/Claracona,Apopka,FL,32703,Lochinvar Corporation,1986
Boca Raton Marriott/Blr Rm,5150 Town Center Circle,Boca Raton,FL,33486,Lochinvar(8'01#292),1986
Freedom Village,6501 17Th Ave W/Pump Rm Phs Ii,Bradenton,FL,34209,Bryan,1986
Freedom Village Phase Ii,6404 17Th Ave W/Blrm/ Phs Ii,Bradenton,FL,34209,Raypak,1986
Freedom Village Phase Ii,6401 17Th Ave W/Phs Ii,Bradenton,FL,34209,Raypak,1986
Highland Terrace Rehab Center,1111 S Highland Ave/Blr Rm,Clearwater,FL,33756,Dunkirk,1986
Plumb Elementary,1920 Lakeview Rd/Plumb Es/Rm 52,Clearwater,FL,33760,Raypak,1986
Mariner High School,701 Chiquita Blvd/Boys Pe,North Cape Coral,FL,33904,Pvi Industries,1986
Mariner High School/Girls'Pe Rm,701 Chiquita Blvd(Early/Maint Progrm Dir,North Cape Coral,FL,33904,Pvi Industries,1986
Estero High School,21900 River Rnch Rd/Estero,Estero,FL,33928,Pvi Industries,1986
Belleair Elementary,1156 Lakeview /Belleair Es,Clearwater,FL,34756,Bryan,1986
Lake Magdalene Elementary/Reg 1/Blr Rm,2002 Pine Lake Dr/Gary Bailey,Tampa,FL,33612,A O Smith Water Products Co,1986
Inn At Lakeshore Villas,16001 Lakeshore Villa Dr/2Nd Flr,Tampa,FL,33613,Raypak,1986
Inn At Lakeshore Villas,16001 Lakeshore Villa Dr/2Nd Fl,Tampa,FL,33613,Raypak,1986
Tampa Bay Elementary,3111 Tampa Bay/Blrm/Tampa Bay Ele,Tampa,FL,33607,Hurst,1986
Holiday Inn Express,8686 Palm Pkwy/Blr Rm,Orlando,FL,32836,Lochinvar Corporation,1986
Naples Grande Resort & Club,475 Seagate Dr/Womens Stm Rm,Naples,FL,34103,Automatic Steam,1986
The Registry Resort/Engineering,475 Seagate Dr/Women'S Steamer,Naples,FL,34103,Auto Steam,1986
Boca Rio Golf Club,22041 Boca Rio/Blr Rm,Boca Raton,FL,33433,Pvi,1986
Misty Oaks Apartments,744 Spring West Rd/Blr Rm 4,Orlando,FL,32818,Raypak,1986
Misty Oaks Apartments,744 Spring West Rd/Mech Rm 4,Orlando,FL,32818,Raypak,1986
Registry Resort Hotel/Chiller Rm,475 Seagate/Engineering (Own.Call Jn),Naples,FL,33963,Raypak,1986
Registry Resort Hotel/Chiller Rm,475 Seagate(Owner Called Jn),Naples,FL,33963,Raypak,1986
Tribune Company Sun Sentinel,333 12/2Nd Fl Press Deck,Deerfield Beach,FL,33441,Lochinvar Corporation,1986
Halifax Behavioral Services,841 Jimmy Ann Dr/Blr Rm,Daytona Beach,FL,32114,State,1986
Westshore Place 2,4300 Cypress/Penthouse Eqrm,Tampa,FL,33607,Coates,1986
Harbor Chase Of Venice,950 Pinebrook Rd/Blr Rm,Venice,FL,34285,A O Smith Water Products Co,1986
Cypress Point At Woodlake,1555 Delaney Dr/Blrm 900 Bldg,Tallahassee,FL,32308,Raypak,1986
Cypress Point At Woodlake,1555 Delaney Dr/Bldg 300,Tallahassee,FL,32308,Raypak,1986
Cypress Point At Woodlake,1555 Delaney Dr/900 Bldg,Tallahassee,FL,32308,Raypak,1986
Yulee Primary School,964 Goodbread Dr/Rm 07-28/#0271,Yulee,FL,32097,Pvi Industries,1986
Cypress Point At Woodlake,1555 Delaney Dr/300 Bldg,Tallahassee,FL,32308,Raypak,1986
Christ Church Parish,18 Wright St/Blr Rm,Pensacola,FL,32501,Cleaver Brooks,1986
University Of Central Florida,4000 Central Fl /Wayne Dench,Orlando,FL,32816,Pvi,1986
University Of Central Florida,4000 Central Florida Blvd/Wayne Dench,Orlando,FL,32816,Pvi,1986
Orlando Sentinel,633 Orange Ave N/Hvac Tech,Orlando,FL,32802,Cleaver Brooks,1986
Home Suite Home,7300 W Irlo Bronson/Blr Rm,Kissimmee,FL,34747,Lochinvar Corporation,1986
West Gables Rehab Hospital,2525 Sw 75 Ave/Blr Rm,Miami,FL,33155,Mor Flo,1986
Hialeah Park,105 E 21St  Street/Pump House,Hialeah,FL,33013,A O Smith Water Products Co,1986
Radisson Parkway Resort,2900 Parkway Blvd/Blr Rm,Kissimmee,FL,34747,Teledyne Laars,1986
Citrus High School,600 Highland Blvd/Gym/Citrus Hs,Inverness,FL,32650,A O Smith Water Products Co,1986
Hyatt Regency Westshore,6200 Courtney Cambell/Kitchen,Tampa,FL,33607,Cleveland Range,1986
Four Point Hotel,4343 Collins/Blr Rm,Miami Beach,FL,33140,Lochinvar Corporation,1986
Four Point Hotel,4343 Collins/Blrm,Miami Beach,FL,33140,Lochinvar Corporation,1986
Palm Harbor University High,1900 Omaha St/Palm Harbor Uni/Rm #7,Palm Harbor,FL,34685,A O Smith Water Products Co,1986
Port Charlotte High,18200 Toledo Blade Blvd/Port Char Hs,Port Charlotte,FL,33952,Burnham,1986
Nhc Healthcare Of Pensacola,8475 University/Front Blrm,Pensacola,FL,32514,A O Smith Water Products Co,1986
Tower Realty,2600 Lake Lucien Dr/Roof,Maitland,FL,32751,Brasch,1986
Circles Of Care Nursing Home,1770 Cedar/Blr Rm,Rockledge,FL,32955,Lochinvar Corporation,1986
Tower Realty,2600 Lake Lucien Dr/Roof,Maitland,FL,32751,Brasch,1986
Tower Realty,2600 Lake Lucien Drive,Maitland,FL,32751,Brasch,1986
Brevard Correctional Institute,855 Camp Rd/M Dorm,Cocoa,FL,32927,Aldrich,1986
University Of Central Fl,4000 Central Fl Blvd/Rec. Ser. Yd.,Orlando,FL,32816,Ajax,1986
Roseborough Elementary,400-640 N Clayton/Blr Rm,Mount Dora,FL,32745,Veit. Inc,1986
Crestview High School,1304 N Ferdan Blvd/Field Hse,Crestview,FL,32536,Pvi Industries,1986
Harbours Edge,401 E Linton/S Cooling Tower,Delray Beach,FL,33483,Rite,1986
Booker High School,3201 N Orange/Booker Hs/Rm 8,Sarasota,FL,34234,Lochinvar Corporation,1986
Hawks Cay Marina,61 Hawks Cay Blvd/Boiler Room,Duck Key,FL,33050,Bock,1986
South Water Reclamation Facility,4760 Sand Lake Rd/Blr Rm/Dick Brezeel,Orlando,FL,32819,Johnston,1986
Cottondale High,2680 Levy St/Cottondale Hs,Cottondale,FL,32431,Burnham,1986
Palm Gardens Of Orlando,654 N Econlockhatchee Tr - Kitchen,Orlando,FL,32825,Welbilt,1986
Miami International Airport Hotel,Nw 20 & Lejeune/8Th Flr Kitchen,Miami,FL,33122,Bryan,1986
Eckerd Youth Dev Center,7200 N Hwy 441/Kitchen Bldg 16,Okeechobee,FL,34972,Cleveland Range,1986
Blue Boy Sandwich Shop,5535 Fort Caroline Rd,Jacksonville,FL,32277,State,1986
Sheraton World Resort,10100 Int'L Dr/Engin/Lndry Rm,Orlando,FL,32821,Raypak,1986
Jose Marti Middle School,5701 W 24 Av/Jose Marti/Blr Rm,Hialeah,FL,33016,Rite,1986
Plymouth Harbor Inc/Blr Rm,702 John Ringling Boulevard,Sarasota,FL,34236,Raypak,1986
Gulf Coast Convalescent Nursing Home,1937 Jenks Ave/Blr Rm/Engineering,Panama City,FL,32405,Pvi,1986
Tower Realty,2600 Lake Lucien Dr/Roof,Maitland,FL,32751,Brasch,1986
Hobson Auditorium,517 N Hogan St/Blrm/Hobson Aud,Jacksonville,FL,32202,Cleaver Brooks,1986
Sun Pointe Place Apartments,701 E Bay Dr/Blr Rm,Largo,FL,33770,Raypak,1986
Sun Pointe Place Apartments,701 E Bay Drive/Blr Rm,Largo,FL,33770,Raypak,1986
St. Lukes Episcopal Church,130 N Magnolia Avenue /Bl Rm,Orlando,FL,32801,H B Smith,1986
Auburndale Sr High School,125 Prado St/Auburndale Hs,Auburndale,FL,33823,Bryan,1986
Hamilton Middle School,1 Hamilton St/Hamilton Ms,Jasper,FL,32052,Industrial Boiler,1986
Carrabelle High,549 Gray Ave/Kit/Carrabelle Hs,Carrabelle,FL,32322,Crown,1986
Lake Forest Apartment Homes,8228 Chasco Woods/Laundry,Port Richey,FL,34668,Ruud,1986
Chiefland High/Blr Rm,808 Main Street,Chiefland,FL,32626,Veit. Inc,1986
Meridian,3061 Donnelly Drive/Blrm,Lantana,FL,33462,Lochinvar Corporation,1986
Meridian,3061 Donnelly Drive/C Wing,Lantana,FL,33462,Lochinvar Corporation,1986
Ashton Elementary,5110 Ashton Rd/Ashton Es/Kit,Sarasota,FL,34233,Cleveland Range,1986
Palm Coast Golf Resort,300 Clubhouse Drive/Blrm 2,Palm Coast,FL,32137,Lochinvar Corporation,1986
Holiday Inn,350 Int'L Speedway/Blr Rm,Deland,FL,32724,Lochinvar Corporation,1986
Palm Coast Golf Resort,300 Clubhouse Drive/Blr Rm 1,Palm Coast,FL,32137,Lochinvar Corporation,1986
Miami Springs Middle School,150 S Royal Poinciana/Boiler Rm,Miami Springs,FL,33166,Cleaver Brooks,1986
Henry H Filer Middle School,531 W 29Th St/Henry H Filer Ms,Hialeah,FL,33012,Cleaver Brooks,1986
Carpenter'S Home Estates,1001 Carpenters/Blr Rm,Lakeland,FL,33809,Lochinvar Corporation,1986
Carpenter'S Home Estates,1001 Carpenters Way/C&D Blrm,Lakeland,FL,33809,Lochinvar Corporation,1986
St Andrew'S Tower,24 Harrison Ave,Panama City,FL,32401,Bradford White,1986
Myrtle Grove Elementary,6115 Lillian Hwy/Blr Rm,Pensacola,FL,32506,Weil Mclain(2'15'02 Hsb),1986
Esc Cnty Sch Bd - Data Center,215 W Garden St/Esc Co Sch Brd Data Ctr,Pensacola,FL,32501,Peerless,1986
Jim Allen Elementary,1051 Hwy 95A N/Kit/Jim Allen Ele,Cantonment,FL,32533,A O Smith Water Products Co,1986
Ensley Elementary School,501 E Johnson/Kit/Ensley Es,Pensacola,FL,32514,A O Smith Water Products Co,1986
King Middle School,2400 Stewart St/Gym Blr Rm,Milton,FL,32570,A O Smith Water Products Co,1986
Gulf Breeze Middle School,649 Gulf Breeze/Blr Rm,Gulf Breeze,FL,32561,Weil Mclain,1986
Sneads Elementary,1961 Lockey Dr/Sneads Es,Sneads,FL,32460,Hurst,1986
Marianna High,2979 Daniel St/Marianna Hs/Kit,Marianna,FL,32446,"Market Forge Industries, Inc.",1986
Myrtle Grove Elementary School,6115 Lillian Highway/Blr Rm 2,Pensacola,FL,32506,Rite,1986
Public Safety Building,5 Hollywood Blvd/Blr Rm,Ft Walton Beach,FL,32548,Weil Mclain,1986
Holiday Inn Select,316 W Tennessee Street/Engin,Tallahassee,FL,32301,Lochinvar Corporation,1986
Holiday Inn Select,316 W Tennessee Street/Blrm,Tallahassee,FL,32301,Lochinvar Corporation,1986
County Jail,389 Quinton St/E Dorm/County Jail,Lake City,FL,32055,Pvi,1986
Arbor Club Apts,700 E College/Blr Rm,Pensacola,FL,32504,Raypak,1986
Arbor Club Apts,700 E College/Blr Rm,Pensacola,FL,32504,Raypak,1986
Ashley Club Apts/Blr Rm,2101 Scenic Hwy/Engineering,Pensacola,FL,32503,Teledyne Laars,1986
Palm Beach Lakes High,3505 Shiloh/Palm Beach Lakes Hs,West Palm Beach,FL,33407,Cleaver Brooks,1986
Sorority #5*8'21'01 Insp*Pd 5'21'2,212 Bert Fish Dr/Blr Rm,Deland,FL,32720,Pvi,1986
Sorority #1*8'21'01 Insp*Pd 5'21'2*,547 Bert Fish Dr/Blr Rm,Deland,FL,32720,Pvi,1986
Sorority #3*8'21'01 Insp*Pd 5'21'2,208 Bert Fish Dr/Blr Rm,Deland,FL,32720,Pvi,1986
Estro High,21900 River Ranch Rd/2Nd Flr,Estro,FL,33928,Pvi Industries,1986
Booker T Washington Sr High,1200 Nw 6Th Ave/E Blr Rm,Miami,FL,33136,Weben Jarco,1986
Ocean Palms,2750 Ocean/Pool,Stuart,FL,34996,Teledyne Laars,1986
Bradenton Country Club,4646 Ninth/Kitchen,Bradenton,FL,34209,Raypak,1986
Atria Baypoint Village,7927 State Road 52,Hudson,FL,34667,Pvi Industries,1986
Rene Cleaners,2710 Blanding Blvd - Ste 18,Middleburg,FL,32068,Columbia,1987
Harris Dry Cleaners,5961 Arlington Road,Jacksonville,FL,32211,Fulton,1987
Moses Cleaners,587 Sw Main Blvd Suite 100,Lake City,FL,32025,Columbia,1987
Care Cleaners,8011 Merrill Road,Jacksonville,FL,32216,Columbia,1987
Quality Craft One Hour Cleaners,5322 Normandy Blvd,Jacksonville,FL,32205,Fulton(Due 7'20'01#305),1987
Jet Cleaners,6855 - 24 Wilson Blvd,Jacksonville,FL,32208,Williams & Davis,1987
Ray Al Cleaners,305 N Sr 7,Hollywood,FL,33021,Fulton,1987
Nu Look 1 Hour Cleaners,4306 N Federal Hwy,Ft Lauderdale,FL,33308,Columbia,1987
Nu Look 1 Hour Cleaners,2991 W Commercial Blvd,Ft Lauderdale,FL,33309,Reimers Electric,1987
The Clothes Spa,346 Se Port St Lucie/Back Area,Port St Lucie,FL,34984,Stirmatic,1987
Coral Springs Dry Cleaner,9215 W Sample Rd,Coral Springs,FL,33065,Columbia,1987
Superior Dry Cleaners,842 Harrison Ave,Panama City,FL,32401,Superior,1987
Model Cleaners,16836 Ne Pear St,Blountstown,FL,32424,Industrial,1987
Exclusive Cleaners,1595 N Pace Blvd,Pensacola,FL,32503,Columbia,1987
Kaled Dry Cleaner,9525 Sw 72Nd Street,Miami,FL,33176,Industrial Boiler,1987
Wells Road Dry Cleaners,1670 Wells Road Ste 113,Orange Park,FL,32073,Columbia,1987
American Prime Cleaners,10500 San Jose Blvd Ste 8,Jacksonville,FL,32257,Fulton,1987
Vogue Dry Cleaners,5537 Sheldon Road,Tampa,FL,33615,Fulton,1987
Crispy Cleaners,4036 N Armenia Ave,Tampa,FL,33607,Fulton(12'12'01#11),1987
Ken'S Cleaners,1506 54Th Avenue North,St. Petersburg,FL,33703,Industrial Boiler,1987
Sandalfoot Cleaners,22785 State Road 7,Boca Raton,FL,33428,Fulton,1987
Laurenzo'S Market,16385 W Dixie/Blrm 2Nd Fl,North Miami Beach,FL,33160,Fulton,1987
A Touch Of Class Cleaners,11940 Us Highway 1- Ste 113,North Palm Beach,FL,33408,Thermosteam,1987
Suprema Dry Cleaner,450 Ne 20 St,Boca Raton,FL,33431,Sussman(Due 8'24'00#15),1987
Dryclean By Wilson,11252 State Road 84,Davie,FL,33325,Thermo Steam,1987
Green Turtle Inn,Overseas Hwy/Outside,Islamorada,FL,33036,Columbia,1987
Victorian Cleaners,4920 Newkirk Dr,Tampa,FL,33624,Industrial Boiler,1987
Crystal River Cleaners,1679 Us 19 Se,Crystal River,FL,34423,Fulton,1987
Universal Cleaners,850 Ives Dairy Road T-43,Miami,FL,33179,Thermo Steam,1987
60 Minute Cleaner,7750 Nw 178Th Street,Miami,FL,33015,Industrial Boiler,1987
No Spot Cleaners,716 N Federal Highway/Blr Rm,Hallandale,FL,33009,Fulton,1987
Xpress Cleaner,7911 Nw 2Nd Street,Miami,FL,33126,Industrial Boiler,1987
La Mia Dry Cleaners,2963 Nw 17Th Ave,Miami,FL,33142,Industrial Boiler,1987
Regency Cleaners,2410 S Federal Highway,Stuart,FL,34994,Industrial Boiler,1987
Town & Country Cleaners,908 N Sr 434,Altamonte Springs,FL,32714,Fulton,1987
